product_name,image_link,rating,price,number_of_ratings,product_link,price_before_discount,brand,operating_system,RAM,CPU,storage,screen_size,cellular_technology,model_name,cpu_model,available_colors
"Xiaomi Redmi Note 12 Pro+ Plus 5G + 4G (256GB + 8GB) Factory Unlocked 6.67"" 200MP Triple Camera (Tmobile Tello Mint USA Market Global) + Extra (w/Fast Car Charger Bundle) (Midnight Black (Global))",https://m.media-amazon.com/images/I/51Wt9VGVHeL._AC_UL320_.jpg,4.4 out of 5 stars,277.50,765,/Xiaomi-Factory-Unlocked-Tmobile-Midnight/dp/B0BW69LVCF/ref=sr_1_4437?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4437,,Xiaomi,"MIUI 13, Android 12",8 GB,2.6 GHz,8 GB,6.7 Inches,5G,Redmi Note 12 Pro Plus 5G,,
"Samsung Galaxy A13 5G, 64GB + 4GB, Factory Unlocked GSM, International Version - No Warranty - (Black) (Renewed)",https://m.media-amazon.com/images/I/61xhaqnlKPL._AC_UL320_.jpg,,000,,/Samsung-Factory-Unlocked-International-Version/dp/B0BQGLR58J/ref=sr_1_4438?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4438,,SAMSUNG,,,,64 GB,6.5 Inches,GSM,Galaxy A13 5G,,Black
"Samsung Galaxy Z Flip4 5G 256GB 8GB RAM Factory Unlocked (GSM Only, No CDMA - not Compatible with Verizon/Sprint) - Black (Renewed)",https://m.media-amazon.com/images/I/71gxR5zhxkL._AC_UL320_.jpg,5.0 out of 5 stars,000,1,/Samsung-Galaxy-Flip4-Factory-Unlocked/dp/B0BQ38TYPD/ref=sr_1_4439?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4439,,SAMSUNG,Android 12.0,8 GB,,256 GB,6.7 Inches,4G,Z Flip4,Core i7,
"HAIKOO Flip Cell Phone for Seniors, Flip Cell Phone for Seniors Unlocked, Dual Card, Dual Standby, Large Font, Clear Sound Screen, Display (Gold)",https://m.media-amazon.com/images/I/51s-JBRU+XL._AC_UL320_.jpg,,29.54,,/Seniors-Unlocked-Standby-Screen-Display/dp/B0BN1PW8WJ/ref=sr_1_4440?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4440,,HAIKOO,,,,32 GB,2.4 Inches,2G,HAIKOO9i0kf1so8v-12,,Gold
"realme GT Master Edition 6+128 GB, Luna White",https://m.media-amazon.com/images/I/71xKIGbkzbL._AC_UL320_.jpg,4.3 out of 5 stars,000,46,/realme-Unlocked-Snapdragon-Battery-SuperDart/dp/B09DTZNBPK/ref=sr_1_4441?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4441,,realme,,6 GB,2.4 GHz,128 GB,6.43 Inches,5G,GT Master,,
"Xiaomi Note 10S 4G LTE Volte Global Unlocked GSM 64MP Quad Camera Worldwide GSM (Not Verizon Sprint Boost Cricket Metro) + (w/Fast Car Charger) (128GB+8GB, Ocean Blue)",https://m.media-amazon.com/images/I/51g+l3guchL._AC_UL320_.jpg,4.6 out of 5 stars,214.99,188,/Xiaomi-Note-10S-Unlocked-Worldwide/dp/B09C4QNMSZ/ref=sr_1_4442?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4442,,Xiaomi,Android,,,128 GB,6.43 Inches,4G,note 10s,,128GB+8GB
"Samsung Galaxy S21 5G (256GB, 8GB US Warranty, Snapdragon 888 5G (GSM + CDMA) Factory Unlocked (AT&T, Verizon, T-Mobile, Metro) G991U1 - Phantom Gray",https://m.media-amazon.com/images/I/61qsS8pxhdS._AC_UL320_.jpg,3.5 out of 5 stars,749.97,16,/Samsung-Galaxy-S21-5G-Snapdragon/dp/B092DTZNFF/ref=sr_1_4443?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4443,,SAMSUNG,Android 11.0,,2.84 GHz,256 GB,6.2 Inches,"4G, 3G, 2G",Galaxy S21 5G,,Phantom Gray
BLU J5L J0050WW 32GB GSM Unlocked Android Smart Phone - Black,https://m.media-amazon.com/images/I/51u2VRjojjL._AC_UL320_.jpg,3.2 out of 5 stars,000,25,/BLU-J0050WW-Unlocked-Android-Smart/dp/B08Q1TNVTK/ref=sr_1_4444?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4444,,Visit the BLU Store,,,1.4 GHz,32 GB,5 Inches,2G,BLU J5L,,
"Xiaomi Redmi 9C Global Version 64GB + 3GB 6.53""HD + Display 5000mAh, Face Recognition AI, 13 MP, Triple Camera (NOT for Verizon Boost Cricket At&t) + (w/Fast Car 51W Charger Bundle) (Midnight Grey)",https://m.media-amazon.com/images/I/517-UACSCnL._AC_UL320_.jpg,4.4 out of 5 stars,000,150,/Xiaomi-Smartphone-Display-Recognition-Midnight/dp/B08FWXDYVL/ref=sr_1_4445?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4445,,Xiaomi,"MIUI 12, Android 10.0",3 GB,,64 GB,,4G,Redmi 9C,,Black
LG G7 ThinQ G710 64GB Unlocked GSM Phone w/Dual 16MP Camera's - New Platinum Gray (Renewed),https://m.media-amazon.com/images/I/510wnWl+qvL._AC_UL320_.jpg,3.6 out of 5 stars,117.95,84,/LG-ThinQ-Unlocked-Phone-Cameras/dp/B07QX2QL93/ref=sr_1_4446?dib=eyJ2IjoiMSJ9.5a6rm00nZtJxp9gLXq-u5YXKxPv2BD2UBgtNBP6ASr3SKHlBPPnIjvHXEPoSqbjp42Dgt6JWLPEY6t4EPcZkohpc2GXoTX9B11wRRQSifBNXJ8MPxmSt2bdyHUEKrH0M3BTZ2eocdtsQ5mmXyvn99gj4rgeRbi9KR4wRWtvFIBQM34yXTNC2GNWJ1ATD235EAYPE02J7oHsDo8Jvs7Bvy1VKlYmIaQG80Z2FRLas22XhWibj6pUsJhH1JoOEXBwpV5FxgBbGTNfDdKFicU0lwQgibTcwsGbdDBKOIJ-dJ0g.yFYeXJczrftUsvpUP-f6drh5NCrYIxBQyqqS9ZXvKEU&dib_tag=se&qid=1725929558&s=wireless&sr=1-4446,,LG,,,,4 GB,6.1 Inches,4G,G7 ThinQ,,
"Alcatel 1X Unlocked Smartphone (AT&T/T-Mobile) - 5.3"" 18:9 Display, Android Oreo (Go Edition), 8MP Rear Camera, 4G LTE - Dark Gray (U.S. Warranty)",https://m.media-amazon.com/images/I/81TO+S7xFAL._AC_UL320_.jpg,3.5 out of 5 stars,000,92,/Alcatel-1X-Unlocked-Smartphone-T-Mobile/dp/B07CB6SHKS/ref=sr_1_4444?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4444,,Alcatel,google_android,1 GB,,16 GB,5.34 Inches,4G,1X,,
Samsung Galaxy S7 32gb Gold AT&T,https://m.media-amazon.com/images/I/31gDQ27FxsL._AC_UL320_.jpg,3.9 out of 5 stars,000,70,/Samsung-Galaxy-S7-32gb-Gold/dp/B078HL31D8/ref=sr_1_4445?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4445,,SAMSUNG,,,,32 GB,5.1 Inches,4G,Galaxy S7,,Platinum Gold
"LG G6 H871 32GB GSM Unlocked (AT&T, T-Mobile) Android Phone w/Dual 13MP Camera - Ice Platinum",https://m.media-amazon.com/images/I/61Y4PRKlPnL._AC_UL320_.jpg,3.8 out of 5 stars,134.00,107,/LG-G6-32GB-T-Mobile-Unlocked/dp/B07887MTJW/ref=sr_1_4446?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4446,,LG,android,,2.35 GHz,32 GB,5.7 Inches,GSM,LG G6,,
"BlackBerry Bold 9780 Unlocked Cell Phone with Full QWERTY Keyboard, 5 MP Camera, Wi-Fi, 3G, Music/Video Playback, Bluetooth v2.1, and GPS (Black)",https://m.media-amazon.com/images/I/71KgE3PrnjL._AC_UL320_.jpg,4.2 out of 5 stars,000,834,/BlackBerry-Unlocked-Keyboard-Playback-Bluetooth/dp/B004343W5E/ref=sr_1_4447?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4447,,BlackBerry,rim_blackberry,256 MB,624 MHz,32 GB,2.4 Inches,4G,Bold 9780,1.2GHz Cortex A8 Processor,
"Akozon Unlocked Galaxy Phones, Unlocked Cell Phone, Note30 Plus 5.72in Dual Cards Phones 512MB 4GB one Clearance Standby Smartphone ()",https://m.media-amazon.com/images/I/71qkwkT8QaL._AC_UL320_.jpg,3.0 out of 5 stars,49.09,14,/Unlocked-Samsung-Clearance-Standby-Smartphone/dp/B0BX5G4VQM/ref=sr_1_4448?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4448,,Akozon,Android 4.4,512 MB,,4 GB,5.7 Inches,3G,Akozon2sicpgk7w3-12,,
"SAMSUNG Galaxy S23 5G S9110 Dual 256GB 8GB RAM, 50 MP Camera, Factory Unlocked – Cream",https://m.media-amazon.com/images/I/51r9WZouA4L._AC_UL320_.jpg,4.0 out of 5 stars,699.00,5,/SAMSUNG-Galaxy-Camera-Factory-Unlocked/dp/B0BV7HMMDR/ref=sr_1_4449?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4449,,SAMSUNG,,,3.2 GHz,,6.1 Inches,,Galaxy S23 5G,,
"SAMSUNG Galaxy S20 FE (128GB, 6GB) 6.5"", Water Resistant, Dual SIM GSM Unlocked 4G LTE G780G/DS Cloud Red",https://m.media-amazon.com/images/I/61rAi55vspL._AC_UL320_.jpg,3.9 out of 5 stars,000,12,/Samsung-Galaxy-128GB-Resistant-Unlocked/dp/B096YB27ZN/ref=sr_1_4450?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4450,,SAMSUNG,Android 10.0,,,128 GB,6.5 Inches,LTE,Galaxy S20 FE,,Cloud Red
"Unlocked Smart Phone Android, Unlocked Smartphones Android 8.1 1+8G Cell Phone, 2000mAh Smart Phone Mobile Phone Large Storage Cheap Unlocked Android Smartphones, Black",https://m.media-amazon.com/images/I/611zD7o+6ZL._AC_UL320_.jpg,,40.99,,/Generic-Unlocked-Android-Smartphones-2000mAh/dp/B0D7HHFCRH/ref=sr_1_4451?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4451,,Generic,,,,,,,,,"Black, Gray, White"
"Unlocked Cell Phone Clearance, Android 10.1 1+8G Cell Phone 4.42 Inch Unlocked Phones Tmobile, 3000mAh Smart Phone Mobile Phone Cheap Unlocked Android Smartphones, Blue",https://m.media-amazon.com/images/I/71NzOhkJIEL._AC_UL320_.jpg,,000,,/Generic-Unlocked-Clearance-Android-Smartphones/dp/B0D6W7HHVJ/ref=sr_1_4452?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4452,,Generic,,,,,,,,,
"2023 New 2G Mobile Phone for Seniors, Kids Cellphone Dual SIM Card Unlocked, Worlds Smallest Phone, 380mah Battery for 20 Hours Standby,GSM 2G 850 900 1800 1900MHZ (Dark Blue)",https://m.media-amazon.com/images/I/61A0gl71BJL._AC_UL320_.jpg,1.0 out of 5 stars,18.04,3,/Seniors-Cellphone-Unlocked-Smallest-Battery/dp/B0C4W2QM7Z/ref=sr_1_4453?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4453,,,,,,,,,,,
"2G Unlocked Phone Retro Rugged Cell Phones for Seniors, 2.4in HD Screen, Dual SIM, Big, 16800mAh Battery, Support SOS Key Advanced Phone (Red)",https://m.media-amazon.com/images/I/71iG9zep0cL._AC_UL320_.jpg,3.3 out of 5 stars,31.20,3,/Unlocked-Seniors-16800mAh-Battery-Advanced/dp/B0BYFCRS5Y/ref=sr_1_4454?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4454,,,,,,,,,,,
"AGM H5 Rugged Smartphone Android 12, Rugged Phone Unlocked Dual SIM 4G, 20MP Night Vision Camera, 6.52"" HD+ Screen Rugged Cell Phone 128GB ROM 6GB RAM, 109dB Speaker, 7000mAh Battery, IP68 Waterproof",https://m.media-amazon.com/images/I/71FDO1JpEXL._AC_UL320_.jpg,3.2 out of 5 stars,299.99,17,/AGM-H5-Smartphone-Unlocked-Waterproof/dp/B0B2ZP6DM9/ref=sr_1_4455?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4455,,AGM,Android 12.0,6 GB,2.3 GHz,128 GB,6.52 Inches,4G,AGM H5 6GB+128GB,,
"Apple iPhone 13 Pro Max (128GB, Sierra Blue) [Locked] + Carrier Subscription",https://m.media-amazon.com/images/I/61i8Vjb17SL._AC_UL320_.jpg,4.2 out of 5 stars,"1,049.70",33,/Apple-iPhone-Sierra-Carrier-Subscription/dp/B09G9DKC87/ref=sr_1_4459?dib=eyJ2IjoiMSJ9.dKVzlSS7gYHu0kbBFc_eDo2UhZl34bueAJyskTLDrzLsk3C9R_t36i0rWkGJz6ihm9haCFcPlwaSNURqw87ptbYOBc-PpGIoOcjlfI3RuZQFMVit_aUHTlI-ZyhTOYqG_p40bCQSBWOTlg-qnVTws7r1Ya6fAj98mPq9CKFF5n0KZpQdmHcR4DQAGSmQIWvz1MXXMAWiGjexwYtoKaOg2kxbfx_NG4YVqWBWlsgfc0aBJ5z4-APryqyuHcYyUGLkYF7Y_ztlm94OUajRrVMldX-raXQ71VC42KZrYqEsx5s.UyYGGPlxXmB5-B1MJ64GEgV7b4jQ6sunXm7V_HuDaGc&dib_tag=se&qid=1725929997&s=wireless&sr=1-4459,,Apple,iOS,,,128 GB,6.7 Inches,5G,iPhone 13 Pro Max,,"Alpine Green, Gold, Graphite, Sierra Blue, Silver"
